المدن المدينة,تفاصيل الصفقات الحي,تفاصيل الصفقات المخطط,تفاصيل الصفقات عدد ا…,تفاصيل الصفقات التار…,تفاصيل الصفقات (رقم…,السعر بالريال السعودي,المساحة بالمتر المربع,سعر المتر المربع
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 334,07/01/2021,11577009,"100,000",964.99,104
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 417,03/01/2021,11523506,"100,000",900,111
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 424,10/01/2021,11588267,"150,000",900,167
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 424,19/01/2021,11671459,"80,000",900,89
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 490,13/01/2021,11625589,"160,000",900,178
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 494,04/01/2021,11544992,"135,000",900,150
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 541,10/01/2021,11585220,"40,000",900,44
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 544,13/01/2021,11562691,"150,000",900,167
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 567,06/01/2021,11565004,"125,000",931.5,134
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 62,07/01/2021,11575037,"140,000",900,156
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 621,10/01/2021,11583615,"100,000",905.78,110
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 795,25/01/2021,11729138,"100,000",1075.5,93
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 841,17/01/2021,11647622,"150,000",900,167
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 877,07/01/2021,11579248,"100,000",900,111
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 880,13/01/2021,11625801,"160,000",900,178
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 881,12/01/2021,11615661,"150,000",900,167
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 90,11/01/2021,11602446,"140,000",900,156
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 972,20/01/2021,11682118,"150,000",900,167
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 972,21/01/2021,11702999,"180,000",900,200
جده,حي/المحجر,مخطط/110/ ج/ س,قطعة 127,18/01/2021,11663222,"133,000",1570.5,85
جده,حي/المحجر,مخطط/110/ ج/ س,قطعة 128,18/01/2021,11663036,"133,000",1575,84
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1253,10/01/2021,11585121,"4,750,000",944.78,5028
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1254,10/01/2021,11585227,"4,750,000",908.27,5230
جده,حي/المحمدية,مخطط/431/ ج/ س,قطعة 102/ب,17/01/2021,11649526,"2,200,000",420,5238
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 19/1,13/01/2021,11627079,"1,380,000",400,3450
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 22/1,24/01/2021,11721775,"1,480,000",400,3700
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 23/2,12/01/2021,11614852,"1,440,000",400,3600
جده,حي/المرجان,مخطط/143/ ب/ المعدل,قطعة 596/ب,18/01/2021,11659288,"2,300,000",333.48,6897
جده,حي/المروة,مخطط/3/ 336/ ع,قطعة 93,26/01/2021,11750398,"1,900,000",460,4130
جده,حي/المروة,مخطط/3/ 534/ ع,قطعة 128/أ,13/01/2021,11627146,"1,900,000",780,2436
جده,حي/المروة,مخطط/426/ ب,قطعة 240,20/01/2021,11686486,"2,178,500",750,2905
جده,حي/المروة,مخطط/426/ ب,قطعة 567,24/01/2021,11720680,"2,300,000",625,3680
جده,حي/المروة,مخطط/57/ ج/ س,قطعة 1/190/199,19/01/2021,11671703,"1,203,216",293.1,4105
جده,حي/المروة,مخطط/8/ 101/ ب,قطعة 97,19/01/2021,11637339,"600,000",604.6,992
جده,حي/المروج,مخطط/127/ ج/ س,قطعة 620,06/01/2021,11569560,"600,000",900,667
جده,حي/المروج,مخطط/127/ ج/ س,قطعة 620,24/01/2021,11721970,"690,000",900,767
جده,حي/المروج,مخطط/127/ ج/ س,قطعة 885,31/01/2021,11810712,"100,000",900,111
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1358,07/01/2021,11579035,"600,000",900,667
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1385,06/01/2021,11562126,"520,000",900,578
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1843,26/01/2021,11749899,"114,000",900,127
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1867,10/01/2021,11588402,"650,000",900,722
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 2164,30/01/2021,11794360,"650,000",900,722
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 2234,31/01/2021,11809996,"700,000",840,833
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 2477/1,27/01/2021,11763259,"370,000",450,822
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 2530,05/01/2021,11557328,"700,000",900,778
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 2543,20/01/2021,11692934,"700,000",900,778
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 2707,07/01/2021,11579064,"700,000",1075.5,651
جده,حي/المروج,مخطط/370/ ب,قطعة 833,20/01/2021,11690946,"800,000",600,1333
جده,حي/المروج,مخطط/370/ ب,قطعة 835,20/01/2021,11691108,"800,000",600,1333
جده,حي/المروج,مخطط/370/ ب,قطعة 886,21/01/2021,11706097,"650,000",600,1083
جده,حي/المروج,مخطط/370/ ب,قطعة 988,19/01/2021,11680133,"12,100,000",2500,4840
جده,حي/المروج,مخطط/370/ ب,عدد العقارات 4-أول ق…,14/01/2021,11638804,"2,200,000",2400,917
جده,حي/المنار,مخطط/3/ 527/ ع/ أ,قطعة 623,18/01/2021,11667764,"1,300,000",780,1667
جده,حي/المنار,مخطط/304/ ب,عدد العقارات 2-أول ق…,31/01/2021,11808027,"9,800,000",1377,7117
جده,حي/المنار,مخطط/384/ ج/ س,قطعة 29,24/01/2021,11720636,"2,285,115",652.89,3500
جده,حي/المنار,مخطط/384/ ج/ س,قطعة 340,24/01/2021,11720610,"2,625,000",750,3500
جده,حي/المنار,مخطط/384/ ج/ س,قطعة 341,24/01/2021,11720570,"2,609,250",745.5,3500
جده,حي/المنارات,مخطط/155/ ج/ س,قطعة 1003,05/01/2021,11555594,"500,000",900,556
جده,حي/المنارات,مخطط/155/ ج/ س,قطعة 236,11/01/2021,11601709,"850,000",895.5,949
جده,حي/المنارات,مخطط/155/ ج/ س,قطعة 303,03/01/2021,11524801,"760,000",900,844
جده,حي/المنارات,مخطط/155/ ج/ س,قطعة 626,22/01/2021,11709246,"1,250,000",891,1403
جده,حي/المنارات,مخطط/155/ ج/ س,قطعة 671,18/01/2021,11665040,"1,500,000",895.5,1675
جده,حي/المنارات,مخطط/155/ ج/ س,قطعة 672,18/01/2021,11665150,"1,500,000",900,1667
جده,حي/المنتزهات,مخطط/238/ ب,عدد العقارات 2-أول ق…,19/01/2021,11673083,"50,000",6565.5,8
جده,حي/المنتزهات,مخطط/أخرى,قطعة بدون,27/01/2021,11762192,"140,000",280,500
جده,حي/النجمة,مخطط/244/ ج/ س,قطعة 1027/1/ى,12/01/2021,11611872,"450,000",900,500
جده,حي/النجمة,مخطط/244/ ج/ س,قطعة 1040/1/ع,28/01/2021,11786790,"500,000",900,556
جده,حي/النجمة,مخطط/244/ ج/ س,قطعة 46/1/ى,21/01/2021,11705915,"400,000",895.5,447
جده,حي/النجمة,مخطط/244/ ج/ س,قطعة 582/1/ى,24/01/2021,11720469,"540,000",928.6,582
جده,حي/النجمة,مخطط/244/ ج/ س,قطعة 728/1/ش,31/01/2021,11808024,"530,000",900,589
جده,حي/النجمة,مخطط/244/ ج/ س,قطعة 866/1/1/ى,05/01/2021,11555857,"240,000",445.5,539
جده,حي/النخيل,مخطط/314/ ج/ س/ المع…,قطعة 355,07/01/2021,11575706,"1,500,000",300,5000
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1030,12/01/2021,11615642,"20,000",828,24
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1036,20/01/2021,11686992,"255,000",828,308
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1036,21/01/2021,11699496,"295,000",828,356
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1065,13/01/2021,11625561,"70,000",900,78
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1078,03/01/2021,11532383,"100,000",892.09,112
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1090,03/01/2021,11528916,"150,000",900,167
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1121,04/01/2021,11539433,"200,000",919.7,217
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1126,21/01/2021,11704454,"80,000",805.44,99
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1169,20/01/2021,11692605,"300,000",899.99,333
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1190,10/01/2021,11589037,"250,000",838.64,298
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1247,27/01/2021,11766997,"250,000",833.75,300
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1477,20/01/2021,11693880,"285,000",916.81,311
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1526,17/01/2021,11653514,"200,000",900,222
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1546,21/01/2021,11706015,"300,000",972,309
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1575,19/01/2021,11672866,"250,000",972,257
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1610,07/01/2021,11578948,"40,000",900,44
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1622,18/01/2021,11668011,"250,000",900,278
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1655,11/01/2021,11602431,"305,000",900,339
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1682,10/01/2021,11583011,"250,000",925,270
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1785,22/01/2021,11709209,"157,000",845.5,186
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1785,24/01/2021,11716276,"170,000",845.5,201
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1960,18/01/2021,11658796,"265,000",896.32,296
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 1962,25/01/2021,11730309,"150,000",894.84,168
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 353,17/01/2021,11645239,"150,000",909.39,165
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 433,29/01/2021,11791030,"130,000",900,144
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 454,11/01/2021,11601620,"120,000",954.78,126
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 601,20/01/2021,11693119,"150,000",983.38,153
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 623,04/01/2021,11538682,"150,000",935.54,160
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 660,14/01/2021,11636621,"275,000",1019.29,270
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 707,26/01/2021,11744134,"200,000",815.5,245
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 733,10/01/2021,11583468,"105,000",900,117
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 790,18/01/2021,11657168,"270,000",832.66,324
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 843,16/01/2021,11640815,"90,000",900,100
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 857,10/01/2021,11585536,"260,000",900,289
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 858,10/01/2021,11585458,"260,000",900,289
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 866,02/01/2021,11523095,"185,000",900,206
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 866,13/01/2021,11624651,"250,000",900,278
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 992,13/01/2021,11625515,"70,000",903.6,77
جده,حي/الندى,مخطط/599/ ج/ س,قطعة 992,21/01/2021,11704383,"100,000",903.6,111
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 101,20/01/2021,11692695,"150,000",899.99,167
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 103,20/01/2021,11692651,"150,000",899.99,167
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 109,12/01/2021,11615219,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1090,07/01/2021,11571916,"230,000",900,256
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1181,04/01/2021,11536437,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1186,21/01/2021,11698648,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 120,28/01/2021,11787635,"90,000",916.01,98
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1207,10/01/2021,11586205,"50,000",925,54
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1268,07/01/2021,11575888,"130,000",900,144
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1268,12/01/2021,11613287,"170,000",900,189
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1288,20/01/2021,11686632,"100,000",900,111
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1288,25/01/2021,11732424,"110,000",900,122
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1361,28/01/2021,11778856,"250,000",925.05,270
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1441,07/01/2021,11579409,"170,000",900,189
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1465,12/01/2021,11609275,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1494,12/01/2021,11614142,"170,000",850,200
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1497,17/01/2021,11652079,"130,000",850,153
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1522,03/01/2021,11533808,"185,000",890.16,208
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1529,21/01/2021,11706353,"100,000",895.46,112
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1543,14/01/2021,11634761,"196,000",895.46,219
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 159,07/01/2021,11574738,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1618,27/01/2021,11767791,"160,000",999,160
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1857,24/01/2021,11719169,"50,000",900,56
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1881,12/01/2021,11608844,"270,000",990.06,273
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1881,19/01/2021,11680794,"320,000",990.06,323
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1895,21/01/2021,11700422,"300,000",1092.02,275
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1901,06/01/2021,11569155,"160,000",778.13,206
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1912,03/01/2021,11533240,"250,000",898.13,278
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1912,17/01/2021,11653706,"300,000",898.13,334
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1979,10/01/2021,11585443,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1984,24/01/2021,11722098,"250,000",900,278
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2004,03/01/2021,11527201,"185,000",900,206
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2088,21/01/2021,11701670,"120,000",900,133
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2157,06/01/2021,11568739,"100,000",887.5,113
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2157,14/01/2021,11633166,"110,000",887.5,124
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2181,29/01/2021,11790949,"220,000",925,238
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2195,24/01/2021,11722598,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2218,07/01/2021,11571744,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2275,26/01/2021,11748012,"100,000",900,111
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2286,10/01/2021,11587655,"190,000",900,211
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2297,19/01/2021,11673678,"150,000",887.5,169
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2303,24/01/2021,11715868,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2334,03/01/2021,11527416,"225,000",953.75,236
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2342,12/01/2021,11609204,"165,000",900,183
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2342,14/01/2021,11635428,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2348,18/01/2021,11666970,"180,000",978.1,184
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 2402,03/01/2021,11533260,"120,000",900,133
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 338,12/01/2021,11615240,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 455,19/01/2021,11669795,"200,000",889.98,225
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 519,27/01/2021,11765217,"205,000",860.67,238
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 706,04/01/2021,11537051,"200,000",923.06,217
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 730,13/01/2021,11580891,"30,000",925,32
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 755,03/01/2021,11526148,"200,000",879.12,228
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 781,11/01/2021,11590364,"200,000",900,222
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 871,03/01/2021,11526301,"110,000",900,122
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 871,06/01/2021,11558667,"120,000",900,133
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 886,20/01/2021,11684100,"230,000",900,256
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 887,04/01/2021,11543892,"200,000",882,227
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 887,07/01/2021,11573531,"250,000",882,283
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 887,19/01/2021,11680812,"300,000",882,340
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 913,19/01/2021,11680654,"140,000",895.5,156
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 96,03/01/2021,11528431,"100,000",900,111
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 991,24/01/2021,11722802,"230,000",900,256
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 998,12/01/2021,11612801,"180,000",900,200
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1004,03/01/2021,11533850,"100,000",870.26,115
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1007,30/01/2021,11761413,"40,000",1062.28,38
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1081,14/01/2021,11632677,"200,000",900,222
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1081,21/01/2021,11705688,"200,000",900,222
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 11,20/01/2021,11685053,"100,000",900,111
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1101,28/01/2021,11777895,"220,000",900,244
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1111,11/01/2021,11596101,"200,000",900,222
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1214,26/01/2021,11754952,"100,000",963.9,104
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1284,03/01/2021,11533273,"250,000",900,278
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 140,28/01/2021,11722164,"190,000",900,211
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1447,26/01/2021,11747294,"140,000",900,156
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1462,19/01/2021,11679560,"220,000",900,244
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1479,28/01/2021,11785988,"100,000",909.96,110
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 1530,13/01/2021,11628544,"250,000",900,278
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 19,11/01/2021,11595511,"200,000",900,222
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 286,24/01/2021,11719207,"81,250",1107.78,73
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 286,27/01/2021,11747962,"47,513",1107.78,43
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 316,04/01/2021,11540494,"285,000",884.1,322
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 371,20/01/2021,11691478,"190,000",778.04,244
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 410,11/01/2021,11599344,"200,000",752.32,266
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 474,03/01/2021,11527710,"200,000",900,222
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 508,17/01/2021,11652634,"150,000",899.99,167
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 566,04/01/2021,11543183,"100,000",859.67,116
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 580,12/01/2021,11615081,"230,000",900,256
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 637,08/01/2021,11531749,"220,000",968.63,227
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 65,04/01/2021,11540280,"195,000",900,217
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 678,27/01/2021,11772662,"230,000",902.8,255
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 703,17/01/2021,11649688,"150,000",900,167
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 703,20/01/2021,11686333,"240,000",900,267
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 720,31/01/2021,11802308,"230,000",900,256
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 736,21/01/2021,11699947,"220,000",900,244
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 772,26/01/2021,11754079,"300,000",1093.5,274
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 796,31/01/2021,11803072,"120,000",862.3,139
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 852,10/01/2021,11587589,"100,000",1046.26,96
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 852,31/01/2021,11802217,"150,000",1046.26,143
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 892,19/01/2021,11679610,"300,000",869.87,345
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 896,03/01/2021,11533779,"200,000",900,222
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1023,06/01/2021,11569875,"20,000",954.2,21
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1045,17/01/2021,11652697,"250,000",900,278
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1048,27/01/2021,11770472,"257,250",900,286
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1056,18/01/2021,11655900,"100,000",1025.16,98
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1127,12/01/2021,11613359,"240,000",900,267
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1128,14/01/2021,11580982,"150,000",972,154
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1163,12/01/2021,11613472,"180,000",900,200
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1205,03/01/2021,11533226,"240,000",900,267
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 122,11/01/2021,11594697,"260,000",900,289
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1256,17/01/2021,11652682,"250,000",910.74,275
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 1264,28/01/2021,11777523,"100,000",906.08,110
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 160,14/01/2021,11638534,"260,000",900,289
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 186,07/01/2021,11574039,"150,000",972,154
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 276,18/01/2021,11666978,"230,000",900,256
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 358,04/01/2021,11544871,"100,000",752.96,133
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 359,24/01/2021,11649631,"50,000",974.35,51
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 377,21/01/2021,11701459,"330,000",1069.73,308
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 483,04/01/2021,11539976,"140,000",936,150
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 580,04/01/2021,11544551,"140,000",864,162
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 597,20/01/2021,11685580,"240,000",900,267
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 612,10/01/2021,11588296,"315,000",900,350
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 724,27/01/2021,11758986,"260,000",898.89,289
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 725,24/01/2021,11713366,"250,000",936,267
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 755,04/01/2021,11545010,"210,000",895.5,235
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 780,12/01/2021,11612068,"120,000",900,133
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 780,14/01/2021,11636992,"270,000",900,300
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 849,17/01/2021,11648616,"240,000",900,267
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 849,19/01/2021,11675880,"250,000",900,278
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 85,09/01/2021,11556276,"230,000",900,256
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 863,16/01/2021,11640587,"150,000",895.5,168
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 93,31/01/2021,11799476,"240,000",812.7,295
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 983,28/01/2021,11781635,"200,000",900,222
جده,حي/النزلة الشرقية,مخطط/أخرى,قطعة بدون,23/01/2021,11688999,"50,000",112.29,445
جده,حي/النزهة,مخطط/3/ 477/ ع,قطعة 38,25/01/2021,11730517,"97,000",156.25,621
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 166/ب,26/01/2021,11734993,"992,030",750,1323
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 195/أ,27/01/2021,11772007,"2,000,000",750,2667
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 335 مكرر/ب,07/01/2021,11574018,"1,800,000",690,2609
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 341/ب,21/01/2021,11697213,"1,800,000",625,2880
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 347/ب,04/01/2021,11516528,"2,000,000",750,2667
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 553/أ,18/01/2021,11667457,"1,000,000",780,1282
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 577/أ,17/01/2021,11649381,"2,000,000",750,2667
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 599/أ,18/01/2021,11667518,"2,400,000",810,2963
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 660/ب,25/01/2021,11738019,"1,925,000",625,3080
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 722/ب,21/01/2021,11698783,"1,700,000",650,2615
جده,حي/النزهة,مخطط/3/ 534/ ع,قطعة 724/ب,21/01/2021,11698443,"1,600,000",650,2462
جده,حي/النزهة,مخطط/399/ ب,قطعة 365,04/01/2021,11536750,"1,300,000",550,2364
جده,حي/النسيم,مخطط/11/ ج/ س,قطعة 176,28/01/2021,11785266,"1,900,000",504,3770
جده,حي/النسيم,مخطط/11/ ج/ س,قطعة 760,12/01/2021,11614684,"2,650,000",701,3780
