المدن المدينة,تفاصيل الصفقات الحي,تفاصيل الصفقات المخطط,تفاصيل الصفقات عدد ا…,تفاصيل الصفقات التار…,تفاصيل الصفقات (رقم…,السعر بالريال السعودي,المساحة بالمتر المربع,سعر المتر المربع
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 275,10/05/2021,13682498,"50,000",1042.6,48
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 375,06/05/2021,13662415,"220,000",900,244
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 393,24/05/2021,13742333,"180,000",900,200
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 410,19/05/2021,13694395,"225,000",969.72,232
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 443,23/05/2021,13726494,"200,000",781.2,256
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 458,30/05/2021,13827287,"190,000",900,211
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 682,20/05/2021,13715658,"220,000",900,244
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 70,03/05/2021,13604310,"200,000",900,222
جده,حي/الوداد,مخطط/598/ ج/ س,قطعة 93,23/05/2021,13727158,"120,000",882,136
جده,حي/الوفاء,مخطط/169/ ج/ س,قطعة 1430/ج,03/05/2021,13612536,"400,000",900,444
جده,حي/الوفاء,مخطط/169/ ج/ س,قطعة 1471/ب/ج,31/05/2021,13839291,"300,000",450,667
جده,حي/الوفاء,مخطط/169/ ج/ س,قطعة 230/ب,05/05/2021,13650280,"300,000",660,455
جده,حي/الوفاء,مخطط/169/ ج/ س,قطعة 363/ب,25/05/2021,13758706,"300,000",655.5,458
جده,حي/الوفاء,مخطط/315/ ج/ س,قطعة 1175,06/05/2021,13652767,"400,000",642,623
جده,حي/الوفاء,مخطط/315/ ج/ س,قطعة 1231,06/05/2021,13654846,"300,000",620,484
جده,حي/الوفاء,مخطط/315/ ج/ س,قطعة 2034/1,02/05/2021,13603774,"50,000",310,161
جده,حي/الوفاء,مخطط/315/ ج/ س,قطعة 550,25/05/2021,13751920,"660,000",620,1065
جده,حي/الوفاء,مخطط/315/ ج/ س,قطعة 67,02/05/2021,13600573,"300,000",620,484
جده,حي/الوفاء,مخطط/707/ ت,قطعة 451,24/05/2021,13740491,"200,000",350,571
جده,حي/الوفاء,مخطط/707/ ت,قطعة 451,25/05/2021,13755595,"210,000",350,600
جده,حي/الوفاء,مخطط/707/ ت,قطعة 451,26/05/2021,13781177,"300,000",350,857
جده,حي/الياقوت,مخطط/167/ ب,قطعة 721/أ,18/05/2021,13612555,"453,000",312.5,1450
جده,حي/الياقوت,مخطط/167/ ب,قطعة 736/أ,19/05/2021,13706858,"568,000",320.5,1772
جده,حي/الياقوت,مخطط/167/ ب,قطعة 736/ب,19/05/2021,13706890,"532,000",300,1773
جده,حي/الياقوت,مخطط/170/ ب,قطعة 36/أ,30/05/2021,13827413,"675,000",375,1800
جده,حي/الياقوت,مخطط/170/ ب,قطعة 36/ب,30/05/2021,13827458,"675,000",375,1800
جده,حي/الياقوت,مخطط/204/ ب,قطعة 470/1,04/05/2021,13618652,"1,265,000",262.5,4819
جده,حي/الياقوت,مخطط/204/ ب,قطعة 736,03/05/2021,13608108,"570,000",525,1086
جده,حي/الياقوت,مخطط/204/ ب,قطعة 900,31/05/2021,13838901,"950,000",525,1810
جده,حي/الياقوت,مخطط/209/ ب,قطعة 1292,31/05/2021,13839211,"950,000",575,1652
جده,حي/الياقوت,مخطط/209/ ب,قطعة 1603,17/05/2021,13694737,"1,000,000",660,1515
جده,حي/الياقوت,مخطط/209/ ب,قطعة 426,10/05/2021,13682473,"940,000",796.85,1180
جده,حي/الياقوت,مخطط/209/ ب,قطعة 521/1,03/05/2021,13608770,"120,000",330.52,363
جده,حي/الياقوت,مخطط/209/ ب,قطعة 521/2,03/05/2021,13608643,"120,000",330.5,363
جده,حي/الياقوت,مخطط/209/ ب,قطعة 783,03/05/2021,13610029,"577,500",525,1100
جده,حي/الياقوت,مخطط/243/ ب,قطعة 297,25/05/2021,13762095,"409,821",415.5,986
جده,حي/الياقوت,مخطط/243/ ب,قطعة 804,06/05/2021,13662187,"800,000",440,1818
جده,حي/الياقوت,مخطط/377/ ب,قطعة 569,23/05/2021,13726461,"1,000,000",625,1600
جده,حي/الياقوت,مخطط/377/ ب,قطعة 68,30/05/2021,13825713,"2,000,000",960.79,2082
جده,حي/اليسر,مخطط/244/ ج/ س,قطعة 1280/2/ن,04/05/2021,13617891,"270,000",620,435
جده,حي/اليسر,مخطط/244/ ج/ س,قطعة 2429/2/ر,03/05/2021,13604428,"200,000",1044,192
جده,حي/اليسر,مخطط/244/ ج/ س,قطعة 312/2/ن,03/05/2021,13608549,"150,000",620,242
جده,حي/اليسر,مخطط/244/ ج/ س,قطعة 436/2/س,06/05/2021,13679008,"310,000",868,357
جده,حي/اليسر,مخطط/244/ ج/ س,قطعة 886/2/س,26/05/2021,13780394,"330,000",900,367
جده,حي/ام السلم,مخطط/363/ ج/ س,قطعة 1,19/05/2021,13706881,"400,000",595.82,671
جده,حي/ام السلم,مخطط/363/ ج/ س,قطعة 168/11,03/05/2021,13612665,"400,000",549.52,728
جده,حي/ام السلم,مخطط/363/ ج/ س,قطعة 250/15,05/05/2021,13652022,"400,000",539.24,742
جده,حي/ام السلم,مخطط/363/ ج/ س,قطعة 61,30/05/2021,13825420,"456,000",600,760
جده,حي/ام السلم,مخطط/416/ ب,قطعة 4,20/05/2021,13709171,"340,000",366.53,928
جده,حي/ام السلم,مخطط/أخرى,قطعة بدون,20/05/2021,13706902,"250,000",342.33,730
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 1,24/05/2021,13739764,"272,853",303.17,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 10,24/05/2021,13739552,"274,635",305.15,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 11,24/05/2021,13739852,"272,880",303.2,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 2,24/05/2021,13739571,"247,815",305.35,812
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 3,24/05/2021,13739408,"276,363",307.07,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 4,24/05/2021,13739374,"277,785",308.65,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 5,24/05/2021,13739342,"274,725",305.25,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 6,24/05/2021,13739301,"443,750",443.75,1000
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 7,24/05/2021,13739818,"275,292",305.88,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 8,24/05/2021,13739447,"277,542",308.38,900
جده,حي/بريمان,مخطط/1552/ س/ ت,قطعة 9,24/05/2021,13739520,"276,165",306.85,900
جده,حي/بنى مالك,مخطط/3/ 398/ ع,قطعة 357,05/05/2021,13650617,"500,000",500,1000
جده,حي/ثول,مخطط/2/ ق/ س,قطعة 1283,05/05/2021,13647084,"200,000",400,500
جده,حي/ثول,مخطط/2/ ق/ س,قطعة 1406,06/05/2021,13678727,"100,000",400,250
جده,حي/جنوب طريق مكه كيل…,مخطط/397/ ج/ س,قطعة 86,18/05/2021,13696791,"618,000",750,824
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 100/2/ب,06/05/2021,13679042,"340,000",750,453
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1033/1/هـ,05/05/2021,13644754,"490,000",895.5,547
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1034/2/ح,30/05/2021,13823023,"390,000",1158.46,337
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1035/1/ع,30/05/2021,13822159,"390,000",1800,217
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1039/1/ط,23/05/2021,13725960,"400,000",837,478
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1050/أ/ع/1,20/05/2021,13715681,"380,000",450,844
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1055/2/ح,31/05/2021,13835056,"340,000",899,378
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1082/2/ح,30/05/2021,13822965,"390,000",1158.47,337
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1083/1/ى,30/05/2021,13822811,"390,000",937.03,416
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1099/2/ح,03/05/2021,13595195,"330,000",899,367
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 110/1/هـ,30/05/2021,13822027,"390,000",1412.25,276
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1109/2/ل,30/05/2021,13826988,"300,000",868,346
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1118/2/ف,31/05/2021,13839440,"320,000",895.5,357
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1153/2/ن,09/05/2021,13682168,"180,000",620,290
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1175/2/ل,30/05/2021,13803116,"330,000",868,380
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1183/2/أ,19/05/2021,13700132,"300,000",750,400
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 124/2/س,04/05/2021,13617364,"315,000",875,360
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1271/2/ر,29/05/2021,13818147,"250,000",900,278
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 131/1/هـ,06/05/2021,13679079,"410,000",770.04,532
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1323/2/ف,26/05/2021,13770126,"270,000",850,318
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1323/2/ف,31/05/2021,13829823,"310,000",850,365
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1337/1/ك,12/05/2021,13694204,"550,000",868,634
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1373/2/ح,02/05/2021,13595427,"300,000",899,334
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1374/2/م,31/05/2021,13839911,"100,000",620,161
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1388/2/ص,07/05/2021,13679154,"100,000",620,161
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1388/2/ص,08/05/2021,13680229,"110,000",620,177
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1400/2/ز,23/05/2021,13721986,"280,000",620,452
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1411/2/ز,30/05/2021,13823887,"280,000",620,452
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1416/1/ك,05/05/2021,13644703,"500,000",806,620
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 142/1/ى,03/05/2021,13613088,"600,000",915.03,656
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1426/2/ص,02/05/2021,13603837,"280,000",620,452
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1432/2/ك,02/05/2021,13604128,"305,000",615.5,496
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 146/2/د,27/05/2021,13793399,"350,000",750,467
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1494/2/ص,20/05/2021,13715569,"290,000",622.65,466
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1519/2/س,30/05/2021,13822449,"390,000",1203.16,324
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 155/1/و,31/05/2021,13839731,"400,000",945.29,423
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1557/ب/2/ح,10/05/2021,13683435,"170,000",449.5,378
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1560/2/ر,05/05/2021,13652064,"350,000",895.5,391
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1571/2/ح,30/05/2021,13822024,"390,000",1420.63,275
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1577/1/ع,23/05/2021,13726515,"670,000",900,744
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1577/2/ح,02/05/2021,13604239,"370,000",899,412
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1579/1/ط,23/05/2021,13716503,"700,000",913.28,766
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1660/2/ر,01/05/2021,13595176,"290,000",900,322
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1662/2/ح,30/05/2021,13822597,"390,000",1034,377
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 167/1/أ,05/05/2021,13648055,"470,000",900,522
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 169/1/و,10/05/2021,13681825,"100,000",899,111
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1721/2/م,19/05/2021,13706942,"290,000",620,468
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1759/2/ص,18/05/2021,13699964,"270,000",620,435
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 180/1/ى,30/05/2021,13822903,"390,000",1170.8,333
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1822/2/ر,31/05/2021,13840053,"320,000",900,356
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1833/2/س,20/05/2021,13713062,"300,000",868,346
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1833/2/س,30/05/2021,13819730,"340,000",868,392
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1871/2/ر,05/05/2021,13620285,"300,000",900,333
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 1985/2/ن,04/05/2021,13644171,"200,000",620,323
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 203/2/د,31/05/2021,13825263,"380,000",750,507
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2096/2/ف,27/05/2021,13794647,"300,000",900,333
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2137/2/ن,27/05/2021,13783724,"300,000",615.5,487
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2193/2/ف,10/05/2021,13683563,"200,000",900,222
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 220/2/أ,03/05/2021,13612697,"285,000",750,380
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 220/2/أ,10/05/2021,13693252,"380,000",750,507
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2249/2/ف,30/05/2021,13826044,"320,000",900,356
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2267/2/ر,31/05/2021,13830232,"295,000",900,328
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2279/2/ن,13/05/2021,13694288,"275,000",615.5,447
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2310/1/م,31/05/2021,13828575,"540,000",900,600
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2314/2/ر,05/05/2021,13652558,"323,000",900,359
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2327/2/ف,30/05/2021,13827174,"385,000",900,428
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 234/1/هـ,30/05/2021,13823055,"370,000",981.72,377
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 244/2/و,23/05/2021,13716296,"100,000",620,161
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 246/1/ى,30/05/2021,13827882,"670,000",887.9,755
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 247/2/ل,05/05/2021,13652020,"370,000",930,398
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 25/1/ح,18/05/2021,13697146,"400,000",806,496
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2523/2/ص,04/05/2021,13644374,"170,000",620,274
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2540/2/ص,27/05/2021,13805722,"280,000",620,452
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2557/2/ص,11/05/2021,13693758,"270,000",620,435
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2565/2/و,06/05/2021,13656047,"190,000",615.5,309
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 2572/2/م,31/05/2021,13839259,"280,000",620,452
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 259/2/ز,23/05/2021,13716317,"295,000",620,476
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 262/2/ل,26/05/2021,13781929,"400,000",925.5,432
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 276/1/ك,25/05/2021,13753554,"510,000",868,588
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 284/2/ح,03/05/2021,13612101,"340,000",868,392
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 288/2/ح,25/05/2021,13755090,"370,000",992,373
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 347/2/س,30/05/2021,13824089,"310,000",899,345
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 355/1/و,25/05/2021,13752754,"390,000",895.5,436
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 3699/2/ع,24/05/2021,13740947,"300,000",615.5,487
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 373/2/س,30/05/2021,13822334,"390,000",1116.7,349
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 376/2/س,31/05/2021,13835285,"320,000",868,369
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 388/1/ى,09/05/2021,13680791,"500,000",914.54,547
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 40/1/ط,25/05/2021,13754282,"590,000",863.5,683
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 459/2/ح,30/05/2021,13822735,"390,000",1203.15,324
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 509/2/ل,10/05/2021,13693463,"330,000",837,394
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 514/1/د,26/05/2021,13782068,"450,000",900,500
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 519/2/ج,06/05/2021,13652765,"550,000",875,629
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 519/2/ج,20/05/2021,13715743,"700,000",875,800
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 521/2/ح,12/05/2021,13694090,"380,000",863.5,440
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 528/2/ل,30/05/2021,13817759,"200,000",868,230
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 540/2/ل,30/05/2021,13823296,"325,000",868,374
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 542/2/ك,02/05/2021,13586877,"330,000",615.5,536
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 559/1/و,26/05/2021,13777829,"230,000",863.5,266
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 559/1/و,26/05/2021,13778494,"465,000",863.5,539
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 560/1/هـ,25/05/2021,13751050,"450,000",900,500
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 565/1/ح,30/05/2021,13822152,"390,000",1136.98,343
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 567/1/ح,22/05/2021,13716319,"405,000",899,451
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 573/1/و,18/05/2021,13699783,"450,000",837,538
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 576/1/أ,09/05/2021,13681891,"460,000",775,594
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 576/1/ش,30/05/2021,13827678,"300,000",900,333
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 6/1/ى,30/05/2021,13822825,"390,000",1800,217
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 604/1/د,11/05/2021,13693664,"456,000",900,507
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 614/2/س,10/05/2021,13682556,"300,000",899,334
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 635/2/ر,04/05/2021,13643782,"300,000",900,333
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 651/1/هـ,06/05/2021,13678699,"490,000",868,565
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 670/1/ج,24/05/2021,13716295,"550,000",887.5,620
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 672/1/ى,23/05/2021,13715674,"570,000",900,633
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 692/1/م,02/05/2021,13603903,"550,000",900,611
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 71/2/ح,27/05/2021,13790513,"400,000",868,461
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 742/1/هـ,05/05/2021,13649370,"250,000",868,288
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 742/2/ل,03/05/2021,13612882,"330,000",837,394
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 750/1/هـ,19/05/2021,13701445,"470,000",868,541
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 751/1/ن,30/05/2021,13822547,"390,000",900,433
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 752/1/و,25/05/2021,13751728,"300,000",895.5,335
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 753/1/و,25/05/2021,13751885,"300,000",895.5,335
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 754/2/ر,05/05/2021,13652216,"105,000",900,117
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 765/1/هـ,26/05/2021,13782269,"350,000",806,434
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 783/1/ن,30/05/2021,13822689,"390,000",900,433
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 787/1/ن,30/05/2021,13822441,"390,000",900,433
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 796/2/ر,03/05/2021,13604545,"180,000",900,200
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 812/1/أ,17/05/2021,13694949,"520,000",900,578
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 841/2/و,19/05/2021,13694624,"285,000",620,460
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 86/2/ص,30/05/2021,13824627,"225,000",620,363
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 861/2/ك,31/05/2021,13830341,"280,000",620,452
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 862/1/هـ,30/05/2021,13822347,"390,000",837,466
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 892/2/ل,02/05/2021,13603829,"285,000",837,341
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 909/1/و,02/05/2021,13604004,"500,000",895.5,558
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 909/2/ج,06/05/2021,13651661,"480,000",750,640
جده,حي/جوهرة العروس,مخطط/244/ ج/ س,قطعة 91/2/ب,04/05/2021,13644278,"380,000",750,507
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 108/2/ب,06/05/2021,13594033,"350,000",750,467
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 1258/2/م,30/05/2021,13818032,"280,000",620,452
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 1659/1/ع,24/05/2021,13734657,"550,000",865.71,635
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 2066/2/م,05/05/2021,13644744,"244,000",620,394
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 2066/2/م,16/05/2021,13693872,"275,000",620,444
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 209/2/ك,09/05/2021,13682219,"270,000",615.5,439
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 23/2/ح,05/05/2021,13648953,"380,000",863.5,440
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 2456/2/ف,24/05/2021,13736034,"300,000",900,333
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 37/2/ل,30/05/2021,13822126,"300,000",900,333
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 477/2/م,27/05/2021,13805325,"280,000",620,452
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 512/1/د,10/05/2021,13683529,"430,000",900,478
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 555/1/هـ,26/05/2021,13782127,"200,000",806,248
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 580/2/ح,19/05/2021,13707094,"375,000",899,417
جده,حي/جوهرة العروس بذهب…,مخطط/244/ ج/ س,قطعة 642/1/ط,29/05/2021,13818156,"450,000",806,558
جده,حي/جوهرة العروس غرب…,مخطط/244/ ج/ س,قطعة 554/2/ز,03/05/2021,13608428,"270,000",620,435
جده,حي/جوهرة ثول,مخطط/196/ ج/ س,قطعة 1894,23/05/2021,13716083,"110,000",900,122
جده,حي/جوهرة ثول,مخطط/196/ ج/ س,قطعة 1895,23/05/2021,13716107,"110,000",900,122
جده,حي/جوهرة ثول,مخطط/196/ ج/ س,قطعة 1896,23/05/2021,13716084,"110,000",900,122
جده,حي/جوهرة ثول,مخطط/196/ ج/ س,قطعة 1897,23/05/2021,13716106,"110,000",900,122
جده,حي/جوهرة ثول,مخطط/196/ ج/ س,قطعة 1898,23/05/2021,13716109,"110,000",900,122
جده,حي/خليج سلمان,مخطط/269/ ج/ س/ ت,قطعة 24,03/05/2021,13609169,"5,000,000",1874.93,2667
جده,حي/خليج سلمان,مخطط/269/ ج/ س/ ت,قطعة 61,02/05/2021,13600964,"5,000,000",600,8333
جده,حي/درة العروس,مخطط/313/ س/ ت,قطعة 113/2,25/05/2021,13760785,"3,743,000",1188.12,3150
جده,حي/درة العروس,مخطط/320/ ج/ س,قطعة 261/أ,03/05/2021,13609903,"2,642,985",537.5,4917
جده,حي/درة العروس,مخطط/320/ ج/ س,قطعة 261/ب,03/05/2021,13610565,"2,642,985",537.5,4917
جده,حي/درة العروس,مخطط/320/ ج/ س,قطعة 545/م,23/05/2021,13718339,"3,700,000",744.7,4968
جده,حي/درة العروس,مخطط/320/ ج/ س,قطعة 582,10/05/2021,13683001,"4,079,300",1073.5,3800
جده,حي/درة العروس,مخطط/320/ ج/ س,قطعة 583,10/05/2021,13683051,"3,990,000",1050,3800
جده,حي/ذهبان,مخطط/367/ ج/ س,قطعة 59,17/05/2021,13694998,"500,000",689.2,725
جده,حي/ذهبان,مخطط/أخرى,قطعة ب,27/05/2021,13795129,"260,000",566.14,459
جده,حي/شرق الخط السريع,مخطط/363/ ج/ س,قطعة 111,09/05/2021,13682224,"300,000",600,500
جده,حي/طيبة,مخطط/111/ ب,قطعة 88,20/05/2021,13711506,"1,190,972",540,2206
جده,حي/طيبة,مخطط/111/ ب,قطعة 896/أ,06/05/2021,13672552,"995,000",295.5,3367
