المدن المدينة,تفاصيل الصفقات الحي,تفاصيل الصفقات المخطط,تفاصيل الصفقات عدد ا…,تفاصيل الصفقات التار…,تفاصيل الصفقات (رقم…,السعر بالريال السعودي,المساحة بالمتر المربع,سعر المتر المربع
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 200/7/د,2021-03-23,12346978,"ر.س.‏ 3,600,000",825.0,4364
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 202/8/ج,2021-03-03,12152509,"ر.س.‏ 300,000",608.0,493
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 206 مكرر/8/1,2021-03-08,12195384,"ر.س.‏ 400,000",399.96,1000
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 208/2/ب,2021-03-16,12279147,"ر.س.‏ 440,000",400.0,1100
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 215/د/8,2021-03-15,12273218,"ر.س.‏ 950,000",612.0,1552
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 22/6/ب,2021-03-09,12218343,"ر.س.‏ 450,000",400.0,1125
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 220/6/ب,2021-03-17,12290459,"ر.س.‏ 300,000",400.0,750
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 225/6/د,2021-03-25,12361490,"ر.س.‏ 1,300,000",625.0,2080
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 233 مكرر/8/أ,2021-03-04,12164783,"ر.س.‏ 200,000",400.0,500
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 234/2/ج,2021-03-18,12305140,"ر.س.‏ 220,000",400.0,550
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 234/2/ج,2021-03-24,12358656,"ر.س.‏ 280,000",400.0,700
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 234/6/ب,2021-03-15,12274810,"ر.س.‏ 200,000",400.0,500
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 245/5/ب,2021-03-03,12151126,"ر.س.‏ 400,000",900.0,444
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 262/1/1/ب,2021-03-01,12118281,"ر.س.‏ 500,000",427.5,1170
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 262/3/أ,2021-03-03,12152470,"ر.س.‏ 200,000",400.0,500
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 262/8/ب,2021-03-02,12135616,"ر.س.‏ 750,000",864.0,868
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 268/7/أ,2021-03-18,12311674,"ر.س.‏ 400,000",400.0,1000
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 269/2/8/ب,2021-03-22,12335998,"ر.س.‏ 300,000",432.0,694
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 270/6/ب,2021-03-10,12234293,"ر.س.‏ 550,000",612.0,899
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 271/5/ب,2021-03-07,12186788,"ر.س.‏ 840,000",900.0,933
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 294/4/ب,2021-03-01,12118072,"ر.س.‏ 780,000",864.0,903
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 294/7/د,2021-03-23,12347528,"ر.س.‏ 756,840",612.0,1237
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 294/ج/3,2021-03-03,12115917,"ر.س.‏ 807,500",900.0,897
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 295/د/5,2021-03-22,12328026,"ر.س.‏ 1,100,000",900.0,1222
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 296/1/أ,2021-03-16,12279056,"ر.س.‏ 678,542",850.0,798
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 296/1/أ,2021-03-25,12369746,"ر.س.‏ 1,600,000",850.0,1882
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 296/6/د,2021-03-21,12323620,"ر.س.‏ 1,000,000",612.0,1634
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 30/3/د,2021-03-18,12307958,"ر.س.‏ 550,000",625.0,880
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 308/1/ب,2021-03-23,12346916,"ر.س.‏ 500,000",864.0,579
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 316/1/ج,2021-03-21,12323764,"ر.س.‏ 950,000",895.5,1061
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 325/ب/ج/1,2021-03-08,12192681,"ر.س.‏ 415,000",447.75,927
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 331/ج/1,2021-03-22,12336026,"ر.س.‏ 400,000",625.0,640
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 331/د/7,2021-03-11,12246994,"ر.س.‏ 1,650,000",864.0,1910
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 34/2/ج,2021-03-03,12147313,"ر.س.‏ 400,000",400.0,1000
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 34/4/د,2021-03-11,12245627,"ر.س.‏ 300,000",400.0,750
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 341/1/د,2021-03-02,12128783,"ر.س.‏ 530,000",612.0,866
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 349/2/أ,2021-03-24,12348429,"ر.س.‏ 300,000",400.0,750
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 36/1/1/ج,2021-03-09,12219149,"ر.س.‏ 800,000",450.0,1778
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 361/2/أ,2021-03-03,12143189,"ر.س.‏ 300,000",400.0,750
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 366/1/ج,2021-03-24,12358418,"ر.س.‏ 400,000",625.0,640
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 37/1/ج,2021-03-08,12203143,"ر.س.‏ 615,000",900.0,683
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 375/6/د,2021-03-03,12140398,"ر.س.‏ 1,000,000",864.0,1157
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 39/1/د,2021-03-28,12392826,"ر.س.‏ 600,000",900.0,667
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 395/1/ج,2021-03-25,12364406,"ر.س.‏ 490,000",400.0,1225
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 396/1/ج,2021-03-24,12358523,"ر.س.‏ 450,000",400.0,1125
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 4 مكرر/2/ب,2021-03-22,12331657,"ر.س.‏ 300,000",400.0,750
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 40/ج/1,2021-03-25,12377477,"ر.س.‏ 950,000",900.0,1056
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 41/1/ج,2021-03-08,12200861,"ر.س.‏ 1,000,000",875.0,1143
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 416/ب/ب/6,2021-03-31,12429871,"ر.س.‏ 10,000",437.5,23
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 422 مكرر/7/أ,2021-03-28,12393232,"ر.س.‏ 200,000",400.0,500
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 437/3/أ,2021-03-25,12369280,"ر.س.‏ 100,000",400.0,250
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 46/7/ب,2021-03-09,12218429,"ر.س.‏ 250,000",400.0,625
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 465/2/د,2021-03-18,12311842,"ر.س.‏ 490,000",400.0,1225
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 480/ب/د/6,2021-03-01,12118490,"ر.س.‏ 550,000",470.5,1169
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 489/3/أ,2021-03-05,12172420,"ر.س.‏ 380,000",400.0,950
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 49/2/أ,2021-03-14,12247482,"ر.س.‏ 360,000",900.0,400
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 497/أ/ب ل ك/3,2021-03-21,12302875,"ر.س.‏ 802,215",437.5,1834
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 50/3/ب,2021-03-21,12318816,"ر.س.‏ 400,000",900.0,444
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 52/8/د,2021-03-04,12159700,"ر.س.‏ 700,000",846.0,827
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 53/1/ب/4,2021-03-15,12273587,"ر.س.‏ 450,000",450.0,1000
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 53/2/ب/4,2021-03-15,12273570,"ر.س.‏ 450,000",445.5,1010
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 53/7/ب,2021-03-21,12323396,"ر.س.‏ 200,000",400.0,500
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 60/3/د,2021-03-31,12423438,"ر.س.‏ 900,000",864.0,1042
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 64/1/7/د,2021-03-18,12311370,"ر.س.‏ 300,000",450.0,667
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 64/2/7/د,2021-03-18,12311342,"ر.س.‏ 300,000",450.0,667
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 67/4/ب,2021-03-02,12129392,"ر.س.‏ 450,000",400.0,1125
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 68/4/ب,2021-03-17,12299505,"ر.س.‏ 450,000",400.0,1125
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 68/5/د,2021-03-25,12365797,"ر.س.‏ 900,000",864.0,1042
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 69/ح/د,2021-03-30,12411626,"ر.س.‏ 500,000",400.0,1250
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 70 مكرر/7/ب,2021-03-03,12149855,"ر.س.‏ 300,000",400.0,750
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 72/5/ج,2021-03-03,12143475,"ر.س.‏ 250,000",400.0,625
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 75/5/د,2021-03-09,12210002,"ر.س.‏ 460,000",612.0,752
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 84/1/8/ج,2021-03-04,12167132,"ر.س.‏ 375,000",306.0,1225
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 84/2/8/ج,2021-03-04,12166978,"ر.س.‏ 375,000",301.5,1244
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 89/د/7,2021-03-02,12135009,"ر.س.‏ 400,000",846.0,473
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 91/1/ب,2021-03-21,12321789,"ر.س.‏ 400,000",875.0,457
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 92/5/ج,2021-03-21,12322121,"ر.س.‏ 1,100,000",900.0,1222
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 95/2/د,2021-03-02,12130881,"ر.س.‏ 100,000",400.0,250
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 98/7/د,2021-03-04,12161102,"ر.س.‏ 800,000",846.0,946
جده,حي/الكندرة,مخطط/أخرى,قطعة ب د و ن,2021-03-16,12275827,"ر.س.‏ 100,000",136.0,735
جده,حي/الكندرة,مخطط/أخرى,قطعة بدون,2021-03-04,12168751,"ر.س.‏ 700,000",466.88,1499
جده,حي/الكندرة,مخطط/أخرى,قطعة بدون,2021-03-09,12219112,"ر.س.‏ 120,000",69.6,1724
جده,حي/الكندرة,مخطط/أخرى,قطعة بدون,2021-03-11,12241169,"ر.س.‏ 100,000",63.68,1570
جده,حي/الكوثر,مخطط/326/ ب,قطعة 1036,2021-03-28,12392834,"ر.س.‏ 1,000,000",600.0,1667
جده,حي/الكوثر,مخطط/326/ ب,قطعة 1565,2021-03-20,12313025,"ر.س.‏ 1,000,000",600.0,1667
جده,حي/الكوثر,مخطط/326/ ب,قطعة 1721,2021-03-15,12243687,"ر.س.‏ 800,000",625.0,1280
جده,حي/الكوثر,مخطط/326/ ب,قطعة 1956/1,2021-03-24,12352564,"ر.س.‏ 1,000,000",300.0,3333
جده,حي/اللؤلؤ,مخطط/188/ ب,قطعة 113,2021-03-08,12203351,"ر.س.‏ 800,000",400.0,2000
جده,حي/اللؤلؤ,مخطط/189/ ب,قطعة 102,2021-03-24,12358533,"ر.س.‏ 1,050,000",625.0,1680
جده,حي/اللؤلؤ,مخطط/189/ ب,قطعة 104,2021-03-24,12358483,"ر.س.‏ 1,250,000",662.5,1887
جده,حي/اللؤلؤ,مخطط/189/ ج/ س,قطعة 295,2021-03-15,12273916,"ر.س.‏ 1,170,000",660.0,1773
جده,حي/اللؤلؤ,مخطط/189/ ج/ س/ المع…,قطعة 222/أ,2021-03-18,12301590,"ر.س.‏ 1,451,892",396.0,3666
جده,حي/اللؤلؤ,مخطط/214/ ب,قطعة 25,2021-03-09,12219103,"ر.س.‏ 750,000",400.0,1875
جده,حي/اللؤلؤ,مخطط/228/ ب,قطعة 578,2021-03-22,12334118,"ر.س.‏ 870,750",400.0,2177
جده,حي/اللؤلؤ,مخطط/228/ ب/ المعدل,قطعة 406/ب,2021-03-25,12377479,"ر.س.‏ 250,000",250.0,1000
جده,حي/اللؤلؤ,مخطط/228/ ب/ المعدل,قطعة 406/ب,2021-03-30,12417866,"ر.س.‏ 500,000",250.0,2000
جده,حي/اللؤلؤ,مخطط/627/ ج/ س,قطعة 102,2021-03-24,12350945,"ر.س.‏ 792,000",352.0,2250
جده,حي/اللؤلؤ,مخطط/627/ ج/ س,قطعة 135,2021-03-07,12181643,"ر.س.‏ 1,118,000",520.0,2150
جده,حي/اللؤلؤ,مخطط/627/ ج/ س,قطعة 19,2021-03-25,12363554,"ر.س.‏ 1,250,000",625.0,2000
جده,حي/اللؤلؤ,مخطط/627/ ج/ س,قطعة 37,2021-03-25,12363433,"ر.س.‏ 1,450,702",630.74,2300
جده,حي/اللؤلؤ,مخطط/627/ ج/ س,قطعة 46,2021-03-25,12363514,"ر.س.‏ 900,450",391.5,2300
جده,حي/اللؤلؤ,مخطط/627/ ج/ س,قطعة 65,2021-03-25,12363101,"ر.س.‏ 861,300",391.5,2200
جده,حي/اللؤلؤ,مخطط/627/ ج/ س,قطعة 84,2021-03-02,12133785,"ر.س.‏ 759,616",345.28,2200
جده,حي/المجد,مخطط/604/ ج/ س,قطعة 10,2021-03-21,12320180,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/604/ ج/ س,قطعة 117,2021-03-28,12393262,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/604/ ج/ س,قطعة 29,2021-03-21,12323984,"ر.س.‏ 100,000",1009.69,99
جده,حي/المجد,مخطط/604/ ج/ س,قطعة 416,2021-03-21,12324014,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/604/ ج/ س,قطعة 552,2021-03-29,12406144,"ر.س.‏ 200,000",853.65,234
جده,حي/المجد,مخطط/604/ ج/ س,قطعة 578,2021-03-11,12241662,"ر.س.‏ 175,000",900.0,194
جده,حي/المجد,مخطط/604/ ج/ س,قطعة 743,2021-03-15,12267153,"ر.س.‏ 190,000",936.61,203
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 1075,2021-03-14,12258455,"ر.س.‏ 200,000",949.98,211
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 1107,2021-03-04,12085035,"ر.س.‏ 175,000",900.0,194
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 1179,2021-03-15,12273888,"ر.س.‏ 110,000",950.0,116
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 1198,2021-03-28,12386199,"ر.س.‏ 170,000",899.94,189
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 132,2021-03-07,12188021,"ر.س.‏ 185,000",900.0,206
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 149,2021-03-28,12262529,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 241,2021-03-23,12346124,"ر.س.‏ 100,000",922.13,108
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 300,2021-03-22,12329390,"ر.س.‏ 200,000",900.0,222
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 302,2021-03-28,12389964,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 379,2021-03-13,12220146,"ر.س.‏ 50,000",900.0,56
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 453,2021-03-02,12135351,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 474,2021-03-24,12357624,"ر.س.‏ 100,000",950.0,105
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 474,2021-03-30,12416783,"ر.س.‏ 110,000",950.0,116
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 581,2021-03-24,12350203,"ر.س.‏ 170,000",900.0,189
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 664,2021-03-30,12417431,"ر.س.‏ 175,000",900.0,194
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 719,2021-03-01,12119277,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 779,2021-03-10,12226762,"ر.س.‏ 190,000",895.5,212
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 80,2021-03-03,12148627,"ر.س.‏ 165,000",900.0,183
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 856,2021-03-15,12274927,"ر.س.‏ 190,476",900.0,212
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 860,2021-03-01,12094711,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 860,2021-03-16,12277226,"ر.س.‏ 200,000",900.0,222
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1029,2021-03-23,12344106,"ر.س.‏ 20,000",900.0,22
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1073,2021-03-02,12132639,"ر.س.‏ 180,000",950.0,189
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1124,2021-03-31,12430216,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1203,2021-03-28,12392594,"ر.س.‏ 100,000",895.78,112
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1234,2021-03-31,12424695,"ر.س.‏ 170,000",900.0,189
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1285,2021-03-15,12235803,"ر.س.‏ 190,000",900.0,211
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1318,2021-03-10,12230527,"ر.س.‏ 180,000",900.0,200
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1341,2021-03-21,12317937,"ر.س.‏ 190,000",900.0,211
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1353,2021-03-23,12347484,"ر.س.‏ 190,000",900.0,211
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 1400,2021-03-28,12392801,"ر.س.‏ 170,000",900.0,189
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 185,2021-03-02,12135365,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 276,2021-03-07,12181688,"ر.س.‏ 170,000",900.0,189
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 301,2021-03-17,12299329,"ر.س.‏ 45,000",900.0,50
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 359,2021-03-18,12306894,"ر.س.‏ 170,000",900.0,189
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 413,2021-03-22,12311900,"ر.س.‏ 195,000",900.0,217
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 605,2021-03-21,12319614,"ر.س.‏ 20,000",900.0,22
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 621,2021-03-15,12271823,"ر.س.‏ 140,000",905.78,155
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 649,2021-03-03,12152067,"ر.س.‏ 100,000",900.0,111
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 649,2021-03-08,12203028,"ر.س.‏ 175,000",900.0,194
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 678,2021-03-17,12299268,"ر.س.‏ 50,000",899.94,56
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 776,2021-03-18,12306752,"ر.س.‏ 100,000",849.19,118
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 807,2021-03-11,12248347,"ر.س.‏ 80,000",953.45,84
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 836,2021-03-29,12406962,"ر.س.‏ 200,000",972.0,206
جده,حي/المجد,مخطط/606/ ج/ س,قطعة 95,2021-03-24,12356169,"ر.س.‏ 200,000",900.0,222
جده,حي/المحمدية,مخطط/226/ ب,قطعة 378,2021-03-07,12188505,"ر.س.‏ 2,500,000",733.0,3411
جده,حي/المحمدية,مخطط/226/ ب,قطعة 547,2021-03-16,12286643,"ر.س.‏ 1,600,000",500.0,3200
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1114,2021-03-30,12412179,"ر.س.‏ 3,500,000",900.0,3889
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1321,2021-03-18,12307332,"ر.س.‏ 4,429,880",1107.47,4000
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1322,2021-03-18,12307865,"ر.س.‏ 4,162,320",1040.58,4000
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1326,2021-03-18,12308450,"ر.س.‏ 4,200,000",1050.0,4000
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1330,2021-03-18,12308131,"ر.س.‏ 4,865,805",1081.29,4500
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1334,2021-03-18,12308909,"ر.س.‏ 4,200,000",1049.91,4000
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1336,2021-03-22,12327509,"ر.س.‏ 4,198,840",1049.71,4000
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1338,2021-03-22,12327955,"ر.س.‏ 4,198,040",1049.51,4000
جده,حي/المحمدية,مخطط/244/ ب/ المعدل,قطعة 1340,2021-03-18,12305474,"ر.س.‏ 4,197,240",1049.31,4000
جده,حي/المحمدية,مخطط/256/ ب,قطعة 1660,2021-03-30,12417918,"ر.س.‏ 5,000,000",595.5,8396
جده,حي/المحمدية,مخطط/431/ ج/ س,قطعة 62/ب,2021-03-23,12347559,"ر.س.‏ 3,000,000",437.5,6857
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 108,2021-03-24,12351479,"ر.س.‏ 2,880,000",800.0,3600
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 109,2021-03-04,12161816,"ر.س.‏ 2,880,000",800.0,3600
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 21/1,2021-03-15,12274463,"ر.س.‏ 1,440,000",400.0,3600
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 21/2,2021-03-20,12312711,"ر.س.‏ 1,440,000",400.0,3600
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 25/1,2021-03-17,12299369,"ر.س.‏ 1,440,000",400.0,3600
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 27,2021-03-10,12229095,"ر.س.‏ 3,124,640",781.16,4000
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 77,2021-03-15,12274866,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 78,2021-03-15,12274902,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 79,2021-03-15,12274950,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 80,2021-03-15,12274954,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 81,2021-03-15,12274960,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 82,2021-03-15,12274979,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 83,2021-03-15,12274986,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 84,2021-03-15,12275022,"ر.س.‏ 2,560,000",800.0,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 85,2021-03-15,12274915,"ر.س.‏ 3,247,584",1014.87,3200
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 86,2021-03-15,12274933,"ر.س.‏ 3,538,048",1105.64,3200
جده,حي/المرجان,مخطط/143/ ب,قطعة 1096,2021-03-22,12335432,"ر.س.‏ 8,700,000",660.0,13182
جده,حي/المرجان,مخطط/143/ ب/ المعدل,قطعة 797,2021-03-10,12234921,"ر.س.‏ 3,700,000",602.25,6144
جده,حي/المروة,مخطط/291/ ب,قطعة 581,2021-03-25,12347324,"ر.س.‏ 1,300,000",400.0,3250
جده,حي/المروة,مخطط/3/ 534/ ع,قطعة 111/أ,2021-03-10,12235560,"ر.س.‏ 2,000,000",775.0,2581
جده,حي/المروة,مخطط/3/ 534/ ع,قطعة 284/أ,2021-03-16,12282719,"ر.س.‏ 1,700,000",744.0,2285
جده,حي/المروة,مخطط/3/ 534/ ع,قطعة 68/أ,2021-03-09,12200302,"ر.س.‏ 2,150,000",810.0,2654
جده,حي/المروة,مخطط/335/ ج/ س,قطعة 324,2021-03-02,12134756,"ر.س.‏ 6,000,000",720.0,8333
جده,حي/المروة,مخطط/426/ ب,قطعة 146,2021-03-01,12113737,"ر.س.‏ 400,433",625.0,641
جده,حي/المروة,مخطط/426/ ب,قطعة 146,2021-03-03,12142574,"ر.س.‏ 104,735",625.0,168
جده,حي/المروة,مخطط/426/ ب,قطعة 260,2021-03-25,12377642,"ر.س.‏ 2,450,000",750.0,3267
جده,حي/المروج,مخطط/127/ ج/ س,قطعة 61,2021-03-01,12117336,"ر.س.‏ 630,000",900.0,700
جده,حي/المروج,مخطط/127/ ج/ س,قطعة 66,2021-03-21,12317983,"ر.س.‏ 600,000",900.0,667
جده,حي/المروج,مخطط/127/ ج/ س,قطعة 833,2021-03-08,12192065,"ر.س.‏ 500,000",900.0,556
جده,حي/المروج,مخطط/127/ ج/ س,قطعة 99,2021-03-11,12247169,"ر.س.‏ 750,000",895.5,838
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1025/2,2021-03-16,12286385,"ر.س.‏ 360,000",390.0,923
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1385,2021-03-04,12165380,"ر.س.‏ 520,000",900.0,578
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1445,2021-03-02,12134365,"ر.س.‏ 720,000",900.0,800
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1590,2021-03-03,12143527,"ر.س.‏ 800,000",900.0,889
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1678,2021-03-31,12430321,"ر.س.‏ 850,000",840.0,1012
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1716/ب,2021-03-02,12136214,"ر.س.‏ 428,571",420.0,1020
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1807,2021-03-17,12299663,"ر.س.‏ 1,000,000",1050.0,952
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 1980,2021-03-10,12227671,"ر.س.‏ 669,773",900.0,744
