المدن المدينة,تفاصيل الصفقات الحي,تفاصيل الصفقات المخطط,تفاصيل الصفقات عدد ا…,تفاصيل الصفقات التار…,تفاصيل الصفقات (رقم…,السعر بالريال السعودي,المساحة بالمتر المربع,سعر المتر المربع
جده,حي/أبحر الجنوبية,مخطط/162/ ج/ س,قطعة 98,2022-04-07,16676235,"ر.س.‏ 1,000,000",750.0,1333
جده,حي/أبحر الجنوبية,مخطط/216/ ب/ المعدل,قطعة 141/أ,2022-04-05,16654416,"ر.س.‏ 3,164,989",420.0,7536
جده,حي/أبحر الجنوبية,مخطط/216/ ب/ المعدل,قطعة 202/أ,2022-04-18,16738418,"ر.س.‏ 2,300,000",765.0,3007
جده,حي/أبحر الجنوبية,مخطط/216/ ب/ المعدل,قطعة 324/8,2022-04-06,16665191,"ر.س.‏ 1,350,000",421.6,3202
جده,حي/أبحر الجنوبية,مخطط/ابحر الجنوبية,قطعة 57,2022-04-20,16783539,"ر.س.‏ 13,440,000",3360.0,4000
جده,حي/أبحر الجنوبية,مخطط/ابحر الجنوبية,قطعة 738/3,2022-04-05,16645791,"ر.س.‏ 8,000,000",2500.0,3200
جده,حي/أبحر الجنوبية,مخطط/ابحر الجنوبية,قطعة 752/3,2022-04-05,16645726,"ر.س.‏ 8,000,000",2500.0,3200
جده,حي/أم حبلين,مخطط/421/ ج/ س,قطعة 68,2022-04-12,16704112,"ر.س.‏ 1,800,000",660.0,2727
جده,حي/أم حبلين,مخطط/421/ ج/ س,قطعة 70/أ,2022-04-12,16704178,"ر.س.‏ 1,800,000",660.0,2727
جده,حي/أم سدرة,مخطط/412/ ج/ س,قطعة 2555/2/ب,2022-04-14,16722976,"ر.س.‏ 252,000",450.0,560
جده,حي/ابحر الشمالية,مخطط/182/ ج/ س,قطعة 121,2022-04-22,16799263,"ر.س.‏ 1,620,000",600.0,2700
جده,حي/ابحر الشمالية,مخطط/182/ ج/ س,قطعة 168,2022-04-06,16668011,"ر.س.‏ 2,250,000",750.0,3000
جده,حي/ابحر الشمالية,مخطط/182/ ج/ س,قطعة 832,2022-04-06,16667891,"ر.س.‏ 1,988,400",792.0,2511
جده,حي/ابحر الشمالية,مخطط/230/ ب,قطعة 217,2022-04-14,16730437,"ر.س.‏ 1,750,000",981.62,1783
جده,حي/ابحر الشمالية,مخطط/230/ ب,قطعة 244/2,2022-04-25,16823397,"ر.س.‏ 865,000",326.25,2651
جده,حي/ابحر الشمالية,مخطط/230/ ب,قطعة 473,2022-04-19,16753786,"ر.س.‏ 2,200,000",843.47,2608
جده,حي/ابحر الشمالية,مخطط/230/ ب,قطعة 478/أ,2022-04-04,16639808,"ر.س.‏ 1,400,000",287.5,4870
جده,حي/ابحر الشمالية,مخطط/230/ ب,قطعة 478/أ,2022-04-19,16770980,"ر.س.‏ 1,400,000",287.5,4870
جده,حي/ابحر الشمالية,مخطط/230/ ب,قطعة 706,2022-04-12,16713995,"ر.س.‏ 2,000,000",575.0,3478
جده,حي/ابحر الشمالية,مخطط/231/ ب/ المعدل,قطعة 430,2022-04-07,16678823,"ر.س.‏ 1,752,280",876.14,2000
جده,حي/ابحر الشمالية,مخطط/231/ ب/ المعدل,قطعة 73/1,2022-04-27,16832316,"ر.س.‏ 1,200,000",390.0,3077
جده,حي/ابحر الشمالية,مخطط/231/ ب/ المعدل,قطعة 73/2,2022-04-27,16832353,"ر.س.‏ 1,200,000",390.0,3077
جده,حي/ابحر الشمالية,مخطط/308/ ب/ 1402,قطعة 470,2022-04-07,16668760,"ر.س.‏ 1,170,000",616.0,1899
جده,حي/ابحر الشمالية,مخطط/440/ ب,قطعة 433/ب,2022-04-27,16830832,"ر.س.‏ 1,740,000",312.5,5568
جده,حي/ابحر الشمالية,مخطط/440/ ب,قطعة 843/ب,2022-04-27,16830976,"ر.س.‏ 2,184,000",780.0,2800
جده,حي/ابحر الشمالية,مخطط/440/ ب,قطعة 844/ب,2022-04-19,16773865,"ر.س.‏ 2,326,500",775.5,3000
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س,قطعة 61,2022-04-07,16676863,"ر.س.‏ 3,110,400",972.0,3200
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س,قطعة 90,2022-04-07,16677358,"ر.س.‏ 3,339,840",1043.7,3200
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س,قطعة 91,2022-04-07,16677252,"ر.س.‏ 2,880,000",900.0,3200
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س,قطعة 92,2022-04-07,16677189,"ر.س.‏ 2,880,000",900.0,3200
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س,قطعة 93,2022-04-07,16676991,"ر.س.‏ 2,880,000",900.0,3200
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س,قطعة 94,2022-04-07,16677105,"ر.س.‏ 2,880,000",900.0,3200
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س/ المع…,قطعة 152,2022-04-18,16744115,"ر.س.‏ 2,468,001",1028.65,2399
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س/ المع…,قطعة 153,2022-04-18,16744538,"ر.س.‏ 2,468,088",1028.37,2400
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س/ المع…,قطعة 154,2022-04-18,16737426,"ر.س.‏ 2,088,000",870.0,2400
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س/ المع…,قطعة 155,2022-04-18,16737462,"ر.س.‏ 2,088,000",870.0,2400
جده,حي/الأمير عبد المجيد,مخطط/258/ ج/ س/ المع…,قطعة 384,2022-04-07,16677726,"ر.س.‏ 2,688,000",840.0,3200
جده,حي/الأمير فواز الشما…,مخطط/108/ ب,قطعة 770,2022-04-12,16671680,"ر.س.‏ 1,000,000",900.0,1111
جده,حي/الاجاويد,مخطط/295/ ب,قطعة 1089,2022-04-05,16654211,"ر.س.‏ 1,650,000",550.0,3000
جده,حي/الاجاويد,مخطط/323/ ب,قطعة 110,2022-04-24,16802660,"ر.س.‏ 215,000",600.0,358
جده,حي/الاجاويد,مخطط/323/ ب,قطعة 849,2022-04-24,16805743,"ر.س.‏ 650,000",600.0,1083
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 397,2022-04-11,16703766,"ر.س.‏ 1,000,000",745.5,1341
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 473,2022-04-29,16836304,"ر.س.‏ 1,096,000",730.66,1500
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 474,2022-04-29,16836319,"ر.س.‏ 1,259,040",839.36,1500
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 476,2022-04-29,16836315,"ر.س.‏ 1,948,100",1298.74,1500
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 478,2022-04-29,16836349,"ر.س.‏ 1,616,400",1077.6,1500
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 480,2022-04-29,16836325,"ر.س.‏ 1,374,000",916.2,1500
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 482,2022-04-29,16836299,"ر.س.‏ 1,215,960",810.64,1500
جده,حي/الاجواد,مخطط/223/ ب,قطعة 1428,2022-04-13,16717957,"ر.س.‏ 1,350,000",400.0,3375
جده,حي/الاجواد,مخطط/223/ ب,قطعة 1442,2022-04-17,16741554,"ر.س.‏ 200,000",750.0,267
جده,حي/الاجواد,مخطط/223/ ب,قطعة 1443,2022-04-17,16741502,"ر.س.‏ 200,000",900.0,222
جده,حي/الاجواد,مخطط/223/ ب,قطعة 1812,2022-04-05,16652602,"ر.س.‏ 1,056,647",400.0,2642
جده,حي/الاجواد,مخطط/223/ ب,قطعة 814,2022-04-14,16729964,"ر.س.‏ 500,000",400.0,1250
جده,حي/الاصالة,مخطط/372/ ب,قطعة 1033,2022-04-27,16832276,"ر.س.‏ 1,300,000",600.0,2167
جده,حي/الاصالة,مخطط/372/ ب,قطعة 1296,2022-04-01,16625443,"ر.س.‏ 1,150,000",600.0,1917
جده,حي/الاصالة,مخطط/372/ ب,قطعة 1298,2022-04-11,16703655,"ر.س.‏ 1,295,000",600.0,2158
جده,حي/الاصالة,مخطط/372/ ب,قطعة 350,2022-04-17,16739880,"ر.س.‏ 625,000",520.0,1202
جده,حي/الامواج,مخطط/220/ ج/ س,قطعة 107,2022-04-05,16656339,"ر.س.‏ 2,500,000",964.8,2591
جده,حي/الامواج,مخطط/251/ ب,قطعة 262,2022-04-24,16804192,"ر.س.‏ 1,700,000",741.81,2292
جده,حي/الامواج,مخطط/251/ ب/ المعدل,قطعة 766/2,2022-04-25,16810917,"ر.س.‏ 800,000",325.0,2462
جده,حي/الامواج,مخطط/251/ ب/ المعدل,قطعة 857/2,2022-04-24,16809833,"ر.س.‏ 900,000",360.0,2500
جده,حي/الامواج,مخطط/420/ ج/ س,قطعة 144,2022-04-05,16654461,"ر.س.‏ 3,700,000",604.04,6125
جده,حي/الامواج,مخطط/90/ ب/ 99,قطعة 35,2022-04-26,16823891,"ر.س.‏ 1,600,000",625.0,2560
جده,حي/الامواج,مخطط/90/ ب/ 99,قطعة 75,2022-04-25,16810545,"ر.س.‏ 1,500,000",625.0,2400
جده,حي/الامواج,مخطط/90/ ب/ 99,قطعة 76,2022-04-25,16810818,"ر.س.‏ 1,500,000",625.0,2400
جده,حي/الاندلس,مخطط/3/ 407/ ع,قطعة بدون,2022-04-24,16427247,"ر.س.‏ 33,712,500",13434.85,2509
جده,حي/الاندلس,مخطط/3/ 89/ ع,قطعة 97,2022-04-06,16663076,"ر.س.‏ 8,236,126",1500.0,5491
جده,حي/البحرة,مخطط/ك/ 2/ 27,قطعة 563,2022-04-20,16778642,"ر.س.‏ 20,000",630.0,32
جده,حي/البحيرات,مخطط/100/ ج/ س,قطعة 1200,2022-04-11,16701021,"ر.س.‏ 929,250",900.0,1033
جده,حي/البحيرات,مخطط/100/ ج/ س,قطعة 137,2022-04-21,16796574,"ر.س.‏ 1,000,000",891.0,1122
جده,حي/البحيرات,مخطط/100/ ج/ س,قطعة 138,2022-04-24,16798945,"ر.س.‏ 1,000,000",900.0,1111
جده,حي/البحيرات,مخطط/100/ ج/ س,قطعة 139,2022-04-24,16797071,"ر.س.‏ 1,000,000",900.0,1111
جده,حي/البحيرات,مخطط/100/ ج/ س,قطعة 159,2022-04-04,16637817,"ر.س.‏ 800,000",900.0,889
جده,حي/البحيرات,مخطط/100/ ج/ س,قطعة 446,2022-04-19,16770165,"ر.س.‏ 820,000",900.0,911
جده,حي/البحيرات,مخطط/78/ ج/ س,قطعة 465,2022-04-17,16741499,"ر.س.‏ 1,600,000",899.0,1780
جده,حي/البحيرات,مخطط/78/ ج/ س,قطعة 560 مكرر,2022-04-25,16810665,"ر.س.‏ 1,550,000",900.0,1722
جده,حي/البحيرات,مخطط/78/ ج/ س/ المعدل,قطعة 414/1,2022-04-07,16679189,"ر.س.‏ 800,000",449.54,1780
جده,حي/البحيرات,مخطط/78/ ج/ س/ المعدل,قطعة 414/2,2022-04-07,16679033,"ر.س.‏ 800,000",449.53,1780
جده,حي/البحيرات,مخطط/78/ ج/ س/ المعدل,قطعة 89/3,2022-04-25,16822679,"ر.س.‏ 1,100,000",507.97,2165
جده,حي/البحيرات,مخطط/99/ ج/ س/ المعدل,قطعة 936/ج,2022-04-26,16823690,"ر.س.‏ 1,150,000",900.0,1278
جده,حي/البحيرات,مخطط/99/ ج/ س/ المعدل,قطعة 955/1/ج,2022-04-10,16692123,"ر.س.‏ 750,000",450.0,1667
جده,حي/البحيرات,مخطط/99/ ج/ س/ المكمل,قطعة 342,2022-04-11,16703303,"ر.س.‏ 3,263,764",1165.63,2800
جده,حي/البحيرات,مخطط/99/ ج/ س/ المكمل,قطعة 98,2022-04-14,16734128,"ر.س.‏ 500,000",675.0,741
جده,حي/البحيرات,مخطط/99/ ج/ س/ المكمل,قطعة 98,2022-04-18,16753779,"ر.س.‏ 1,050,000",675.0,1556
جده,حي/البحيرات,مخطط/99/ ج/ س/ المكمل,عدد العقارات 3-أول ق…,2022-04-04,16629898,"ر.س.‏ 22,000,000",10051.73,2189
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 1038,2022-04-04,16633124,"ر.س.‏ 140,000",638.0,219
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 1265,2022-04-13,16690024,"ر.س.‏ 200,000",741.89,270
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 1298,2022-04-06,16655902,"ر.س.‏ 150,000",652.5,230
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 1298,2022-04-07,16678647,"ر.س.‏ 200,000",652.5,307
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 1301,2022-04-27,16827498,"ر.س.‏ 158,000",652.5,242
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 132,2022-04-12,16626489,"ر.س.‏ 148,000",720.0,206
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 1463,2022-04-06,16657410,"ر.س.‏ 140,000",600.0,233
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 1463,2022-04-30,16838880,"ر.س.‏ 160,000",600.0,267
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 17,2022-04-12,16703024,"ر.س.‏ 195,000",695.5,280
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 177,2022-04-03,16625764,"ر.س.‏ 185,000",850.0,218
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 324,2022-04-17,16740721,"ر.س.‏ 145,000",775.0,187
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 324,2022-04-20,16775501,"ر.س.‏ 180,000",775.0,232
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 38,2022-04-19,16741852,"ر.س.‏ 200,000",720.0,278
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 53,2022-04-14,16714754,"ر.س.‏ 50,000",690.0,72
جده,حي/البريكه,مخطط/خ/ 4/ 24,قطعة 53,2022-04-26,16823608,"ر.س.‏ 130,000",690.0,188
جده,حي/ابحر الشمالية,مخطط/440/ ب,قطعة 144/ب/ب/3,2022-08-02,17590209,"ر.س.‏ 1,750,000",319.7,5474
جده,حي/الاجاويد,مخطط/397/ ج/ س,قطعة 758,2022-08-01,17587998,"ر.س.‏ 700,000",798.11,877
جده,حي/الاجواد,مخطط/373/ ج/ س,قطعة 22/4,2022-08-03,17612794,"ر.س.‏ 2,500,000",611.39,4089
جده,حي/الامواج,مخطط/90/ ب/ 99,عدد العقارات 2-أول ق…,2022-08-01,17583182,"ر.س.‏ 3,000,000",1250.0,2400
جده,حي/الامير فواز الجنو…,مخطط/343/ ج/ س,قطعة 87,2022-08-03,17612563,"ر.س.‏ 3,500,000",600.0,5833
جده,حي/البحيرات,مخطط/99/ ج/ س/ المكمل,قطعة 258/3,2022-08-01,17586969,"ر.س.‏ 2,437,500",325.05,7499
جده,حي/البساتين,مخطط/298/ ب,قطعة 2010,2022-08-01,17584579,"ر.س.‏ 3,800,000",520.0,7308
جده,حي/البشائر,مخطط/208/ ج/ س,قطعة 320/أ,2022-08-03,17610487,"ر.س.‏ 1,500,000",450.0,3333
جده,حي/البشائر,مخطط/208/ ج/ س,قطعة 320/ب,2022-08-03,17610694,"ر.س.‏ 1,500,000",450.0,3333
جده,حي/البوادى,مخطط/3/ 361/ ع,قطعة 18,2022-08-03,17612126,"ر.س.‏ 3,100,000",575.0,5391
جده,حي/الجوهرة,مخطط/402/ ب,قطعة 110/أ,2022-08-01,17585024,"ر.س.‏ 949,883",582.75,1630
جده,حي/الحمدانية,مخطط/326/ ب,قطعة 1654,2022-08-03,17611823,"ر.س.‏ 1,330,000",600.0,2217
جده,حي/الحمدانية,مخطط/326/ ب,قطعة 65/ب,2022-08-03,17591312,"ر.س.‏ 300,000",312.5,960
جده,حي/الحمدانية,مخطط/365/ ج/ س,قطعة 538,2022-08-02,17595641,"ر.س.‏ 830,000",690.0,1203
جده,حي/الخليج,مخطط/29/ ج/ س,قطعة 4274,2022-08-02,17597859,"ر.س.‏ 1,030,000",900.0,1144
جده,حي/الخليج,مخطط/29/ ج/ س,قطعة 4749/ب,2022-08-02,17599312,"ر.س.‏ 650,000",445.5,1459
جده,حي/الخليج,مخطط/29/ ج/ س/ المكم…,قطعة 526/ب,2022-08-01,17587861,"ر.س.‏ 1,000,000",900.0,1111
جده,حي/الخليج,مخطط/29/ ج/ س/ المكم…,قطعة 90,2022-08-02,17600159,"ر.س.‏ 700,000",900.0,778
جده,حي/الربوه,مخطط/3/ 471/ ع,قطعة 211/أ,2022-08-02,17590621,"ر.س.‏ 2,450,000",750.0,3267
جده,حي/الربوه,مخطط/3/ 471/ ع,قطعة 37/أ/2,2022-08-01,17586775,"ر.س.‏ 1,238,923",210.0,5900
جده,حي/الرحاب,مخطط/أخرى,قطعة 472,2022-08-02,17590938,"ر.س.‏ 3,400,000",750.0,4533
جده,حي/الرحمانية,مخطط/290/ ب,قطعة 1538/ج,2022-08-02,17599139,"ر.س.‏ 960,000",600.0,1600
جده,حي/الرحمانية,مخطط/290/ ب,قطعة 191/1/ب,2022-08-01,17583726,"ر.س.‏ 1,300,000",375.0,3467
جده,حي/الرحمانية,مخطط/290/ ب,قطعة 203/أ,2022-08-01,17584908,"ر.س.‏ 600,000",692.5,866
جده,حي/الرحمانية,مخطط/290/ ب,قطعة 54/ج,2022-08-01,17588050,"ر.س.‏ 1,400,000",812.5,1723
جده,حي/الرغامة,مخطط/233/ ج/ س,قطعة 143,2022-08-01,17587524,"ر.س.‏ 950,000",756.45,1256
جده,حي/الرغامة,مخطط/341/ ج/ س,قطعة 61,2022-08-01,17588598,"ر.س.‏ 2,050,000",750.0,2733
جده,حي/الروضة,مخطط/58/ ب,قطعة 227,2022-08-03,17607774,"ر.س.‏ 8,000,000",858.0,9324
جده,حي/الرياض,مخطط/184/ ج/ س,قطعة 1070/هـ,2022-08-02,17595561,"ر.س.‏ 960,000",620.5,1547
جده,حي/الرياض,مخطط/184/ ج/ س,قطعة 1224/ج,2022-08-01,17588812,"ر.س.‏ 1,000,000",620.5,1612
جده,حي/الرياض,مخطط/184/ ج/ س,قطعة 663/ب,2022-08-02,17599591,"ر.س.‏ 950,000",900.0,1056
جده,حي/الرياض,مخطط/184/ ج/ س,قطعة 686/أ,2022-08-02,17599998,"ر.س.‏ 1,500,000",1105.5,1357
جده,حي/الرياض,مخطط/184/ ج/ س,قطعة 864/و,2022-08-01,17584029,"ر.س.‏ 780,000",625.0,1248
جده,حي/الرياض,مخطط/414/ ج/ س,قطعة 527/أ,2022-08-02,17594937,"ر.س.‏ 712,070",360.0,1978
جده,حي/الريان,مخطط/260/ ب,قطعة 1695,2022-08-01,17587581,"ر.س.‏ 1,875,000",625.0,3000
جده,حي/الريان,مخطط/260/ ب,قطعة 253,2022-08-03,17611865,"ر.س.‏ 1,750,000",662.5,2642
جده,حي/الريان,مخطط/377/ ج/ س,قطعة 564,2022-08-01,17572225,"ر.س.‏ 2,000,000",690.0,2899
جده,حي/الزهراء,مخطط/3/ 468/ ع,قطعة 163,2022-08-03,17612878,"ر.س.‏ 4,500,000",780.0,5769
جده,حي/الساحل,مخطط/285/ ب,قطعة 79,2022-08-02,17599355,"ر.س.‏ 550,000",876.5,627
جده,حي/الشرائع,مخطط/412/ ج/ س,قطعة 205/ج,2022-08-03,17609388,"ر.س.‏ 370,000",900.0,411
جده,حي/الشراع,مخطط/3/ 110/ ت,قطعة 229/أ,2022-08-01,17582843,"ر.س.‏ 2,385,000",900.0,2650
جده,حي/الشراع,مخطط/3/ 505/ ت,قطعة 591/1000,2022-08-01,17587662,"ر.س.‏ 1,300,000",400.0,3250
جده,حي/الصالحية,مخطط/269/ ب,قطعة 507/أ/ب,2022-08-01,17578044,"ر.س.‏ 1,300,000",295.5,4399
جده,حي/الصالحية,مخطط/269/ ب,قطعة 701/ج,2022-08-03,17610156,"ر.س.‏ 2,400,000",690.0,3478
جده,حي/الصالحية,مخطط/434/ ج/ س,قطعة 16/1,2022-08-01,17588609,"ر.س.‏ 2,079,584",799.84,2600
جده,حي/الصالحية,مخطط/434/ ج/ س,قطعة 18/1,2022-08-01,17588452,"ر.س.‏ 1,716,000",660.0,2600
جده,حي/الصالحية,مخطط/434/ ج/ س,قطعة 20/1,2022-08-01,17588533,"ر.س.‏ 1,716,000",660.0,2600
جده,حي/الصالحية,مخطط/434/ ج/ س,قطعة 22/1,2022-08-01,17588551,"ر.س.‏ 1,716,000",660.0,2600
جده,حي/الصفا,مخطط/المنح/ 11,قطعة 178,2022-08-02,17599815,"ر.س.‏ 3,800,000",900.0,4222
جده,حي/الصفوة,مخطط/541/ ج/ س,قطعة 2038/3/ب,2022-08-02,17600367,"ر.س.‏ 400,000",400.0,1000
جده,حي/الصفوة,مخطط/541/ ج/ س,قطعة 495/1/أ,2022-08-01,17572375,"ر.س.‏ 480,000",600.0,800
جده,حي/الصفوة,مخطط/541/ ج/ س,قطعة 959/15/ب,2022-08-01,17575088,"ر.س.‏ 550,000",600.0,917
جده,حي/الغدير,مخطط/244/ ج/ س,قطعة 1404/2/1/ط,2022-08-02,17592370,"ر.س.‏ 440,000",449.5,979
جده,حي/الغدير,مخطط/244/ ج/ س,قطعة 678/1/ب,2022-08-03,17549139,"ر.س.‏ 100,000",900.0,111
جده,حي/الفرقان,مخطط/244/ ج/ س,قطعة 1111/2/ص,2022-08-02,17594473,"ر.س.‏ 480,000",620.0,774
جده,حي/الفرقان,مخطط/244/ ج/ س,قطعة 1159/2/2ف,2022-08-01,17587800,"ر.س.‏ 300,000",437.5,686
جده,حي/الفروسية,مخطط/4/ ج/ س,قطعة 859/ج,2022-08-03,17609305,"ر.س.‏ 850,000",420.0,2024
جده,حي/الفضيلة,مخطط/101/ ب/ 1409,قطعة 406/أ,2022-08-02,17599005,"ر.س.‏ 900,000",600.0,1500
جده,حي/الفلاح,مخطط/245/ ب,قطعة 815/أ,2022-08-01,17586228,"ر.س.‏ 687,500",625.0,1100
جده,حي/الفيحاء,مخطط/480/ ج/ س/ المع…,قطعة 235,2022-08-02,17597016,"ر.س.‏ 3,754,083",915.63,4100
جده,حي/الفيصلية,مخطط/3/ 160/ ع,قطعة 48,2022-08-02,17599214,"ر.س.‏ 1,900,000",450.0,4222
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 112/أ/د/8,2022-08-02,17597222,"ر.س.‏ 700,000",450.0,1556
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 151/6/ب,2022-08-02,17600622,"ر.س.‏ 1,350,000",875.0,1543
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 25/2/أ,2022-08-03,17613087,"ر.س.‏ 760,000",850.0,894
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 264/د/2,2022-08-01,17587744,"ر.س.‏ 1,200,000",900.0,1333
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 483/ج/1,2022-08-02,17557166,"ر.س.‏ 500,000",400.0,1250
جده,حي/القرينية,مخطط/101/ ب/ 1400,قطعة 97/6/أ,2022-08-02,17600766,"ر.س.‏ 1,000,000",864.0,1157
جده,حي/اللؤلؤ,مخطط/214/ ب,قطعة 270/2,2022-08-02,17590685,"ر.س.‏ 100,000",327.98,305
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 1054,2022-08-01,17582584,"ر.س.‏ 100,000",899.98,111
جده,حي/المجد,مخطط/605/ ج/ س,قطعة 823,2022-08-01,17563016,"ر.س.‏ 370,000",900.0,411
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 10,2022-08-01,17587621,"ر.س.‏ 3,528,000",980.0,3600
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 11,2022-08-01,17587575,"ر.س.‏ 3,528,000",980.0,3600
جده,حي/المحمدية,مخطط/587/ ج/ س,قطعة 12,2022-08-01,17587398,"ر.س.‏ 3,528,000",980.0,3600
جده,حي/المرجان,مخطط/431/ ب,قطعة 1146/1,2022-08-03,17610326,"ر.س.‏ 5,000,000",1159.69,4311
جده,حي/المروة,مخطط/335/ ج/ س,قطعة 404,2022-08-02,17600152,"ر.س.‏ 7,500,000",835.5,8977
جده,حي/المروج,مخطط/3/ ج/ س,قطعة 268,2022-08-01,17584024,"ر.س.‏ 750,000",675.0,1111
جده,حي/المروج,مخطط/3/ ج/ س/ المعدل,قطعة 1972,2022-08-03,17612695,"ر.س.‏ 440,630",900.0,490
جده,حي/المنار,مخطط/132/ ج/ س,قطعة 426/ب,2022-08-03,17611140,"ر.س.‏ 1,800,000",345.0,5217
جده,حي/المنار,مخطط/384/ ج/ س,قطعة 312,2022-08-01,17587771,"ر.س.‏ 3,000,000",750.0,4000
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 101,2022-08-03,17588471,"ر.س.‏ 2,639,250",675.0,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 102,2022-08-03,17599315,"ر.س.‏ 2,639,250",675.0,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 103,2022-08-03,17588596,"ر.س.‏ 2,346,000",600.0,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 104,2022-08-03,17588600,"ر.س.‏ 2,317,496",592.71,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 105,2022-08-03,17599340,"ر.س.‏ 2,346,000",600.0,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 106,2022-08-03,17599389,"ر.س.‏ 2,317,496",592.71,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 107,2022-08-03,17599396,"ر.س.‏ 2,317,496",592.71,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 108,2022-08-03,17599403,"ر.س.‏ 2,346,000",600.0,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 109,2022-08-03,17599467,"ر.س.‏ 2,317,496",592.71,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 110,2022-08-03,17599471,"ر.س.‏ 2,346,000",600.0,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 111,2022-08-03,17599510,"ر.س.‏ 2,346,000",600.0,3910
جده,حي/المنار,مخطط/656/ ج/ س,قطعة 112,2022-08-03,17599518,"ر.س.‏ 2,346,000",600.0,3910
جده,حي/الندى,مخطط/600/ ج/ س,قطعة 1870,2022-08-03,17599473,"ر.س.‏ 500,000",900.0,556
جده,حي/الندى,مخطط/601/ ج/ س,قطعة 584,2022-08-01,17572705,"ر.س.‏ 500,000",900.0,556
جده,حي/الندى,مخطط/602/ ج/ س,قطعة 752,2022-08-02,17595643,"ر.س.‏ 600,000",970.65,618
جده,حي/النزهة,مخطط/3/ 477/ ع,قطعة 120/أ,2022-08-01,17588540,"ر.س.‏ 3,000,000",750.0,4000
جده,حي/الهجرة,مخطط/412/ ج/ س,قطعة 195/أ,2022-08-02,17572243,"ر.س.‏ 440,000",900.0,489
جده,حي/الهجرة,مخطط/412/ ج/ س,قطعة 3998/ج,2022-08-02,17575324,"ر.س.‏ 420,000",900.0,467
جده,حي/الهجرة,مخطط/412/ ج/ س,قطعة 5489/هـ,2022-08-03,17607861,"ر.س.‏ 210,000",310.0,677
جده,حي/الهجرة,مخطط/412/ ج/ س,قطعة 6108/ج,2022-08-03,17586553,"ر.س.‏ 400,000",864.0,463
جده,حي/الهجرة,مخطط/412/ ج/ س,قطعة 6327/ج,2022-08-01,17575568,"ر.س.‏ 400,000",895.5,447
جده,حي/الهجرة,مخطط/412/ ج/ س,قطعة 6328/ج,2022-08-01,17575557,"ر.س.‏ 400,000",887.5,451
جده,حي/الهجرة,مخطط/412/ ج/ س,قطعة 645/أ,2022-08-01,17575293,"ر.س.‏ 500,000",900.0,556
